CAR,TYPE,IN(s),OUT(s),WAIT(s),FLOW(s),能力判断,SEGMENTS
Car#21,C,1220.0,2744.0,160.5,1524.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:1220.0s 加:56.0s 等前:60.0s 等后:31.5s) | ST2 集约(开:1307.5s 加:111.0s 等前:0.0s 等后:4.0s) | ST3 空气悬挂+快充(开:1422.5s 加:108.5s 等前:0.0s 等后:34.5s) | ST4 四轮定位上、下(开:1565.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:1686.0s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:1823.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:1967.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2081.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2195.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2308.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:2308.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2424.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:2512.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:2596.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:2694.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#22,C,1307.5,2794.0,152.5,1486.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:1307.5s 加:56.0s 等前:89.5s 等后:0.0s) | ST2 集约(开:1363.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:1474.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:1583.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:1703.5s 加:107.0s 等前:0.0s 等后:16.0s) | ST6 ARHUD+慢充(开:1826.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:1970.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2084.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2198.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2311.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:2311.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2427.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:2515.0s 加:84.5s 等前:0.0s 等后:1.0s) | ST14 电检2(开:2600.5s 加:97.5s 等前:0.0s 等后:46.0s) | ST15 小跑道(开:2744.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#23,B,1363.5,2860.0,252.5,1496.5,能力超目标：四轮定位上、下,ST1 引取(开:1363.5s 加:56.0s 等前:87.5s 等后:3.0s) | ST2 集约(开:1422.5s 加:111.0s 等前:0.0s 等后:32.0s) | ST3 空气悬挂+快充(开:1565.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:1686.0s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:1823.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:1967.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:2081.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2196.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2310.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2422.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:2424.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2540.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:2628.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:2712.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:2810.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#24,B,1422.5,2961.0,295.5,1538.5,能力超目标：四轮定位上、下,ST1 引取(开:1422.5s 加:56.0s 等前:88.5s 等后:0.0s) | ST2 集约(开:1478.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:1589.5s 加:108.5s 等前:0.0s 等后:5.5s) | ST4 四轮定位上、下(开:1703.5s 加:120.5s 等前:0.0s 等后:2.5s) | ST5 ADAS(开:1826.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:1970.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:2084.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2199.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2313.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2425.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:2427.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2543.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:2631.0s 加:84.5s 等前:0.0s 等后:28.5s) | ST14 电检2(开:2744.0s 加:97.5s 等前:0.0s 等后:69.5s) | ST15 小跑道(开:2911.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#25,A,1478.5,2911.0,658.0,1432.5,能力满足,ST1 引取(开:1478.5s 加:55.0s 等前:86.5s 等后:32.0s) | ST2 集约(开:1565.5s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:1686.0s 加:0.0s 等前:0.0s 等后:137.5s) | ST4 四轮定位上、下(开:1823.5s 加:115.0s 等前:0.0s 等后:28.5s) | ST5 ADAS(开:1967.0s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:2081.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:2196.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:2312.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:2422.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2537.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:2635.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2635.5s 加:0.0s 等前:0.0s 等后:77.0s) | ST13 电检1(开:2712.5s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:2810.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:2860.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#26,A,1565.5,3012.0,701.0,1446.5,能力满足,ST1 引取(开:1565.5s 加:55.0s 等前:115.5s 等后:0.0s) | ST2 集约(开:1620.5s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:1726.5s 加:0.0s 等前:0.0s 等后:100.0s) | ST4 四轮定位上、下(开:1826.5s 加:115.0s 等前:0.0s 等后:28.5s) | ST5 ADAS(开:1970.0s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:2084.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:2199.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:2315.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:2425.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2540.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:2638.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2638.5s 加:0.0s 等前:0.0s 等后:105.5s) | ST13 电检1(开:2744.0s 加:0.0s 等前:0.0s 等后:167.0s) | ST14 电检2(开:2911.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:2961.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#27,C,1620.5,3116.5,185.0,1496.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:1620.5s 加:56.0s 等前:112.5s 等后:9.5s) | ST2 集约(开:1686.0s 加:111.0s 等前:0.0s 等后:26.5s) | ST3 空气悬挂+快充(开:1823.5s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:1967.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2087.5s 加:107.0s 等前:0.0s 等后:1.5s) | ST6 ARHUD+慢充(开:2196.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:2339.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2454.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2568.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2680.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:2680.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2796.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:2884.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:2969.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:3066.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#28,C,1686.0,3166.5,177.0,1480.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:1686.0s 加:56.0s 等前:120.0s 等后:0.0s) | ST2 集约(开:1742.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:1853.0s 加:108.5s 等前:0.0s 等后:8.5s) | ST4 四轮定位上、下(开:1970.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2090.5s 加:107.0s 等前:0.0s 等后:1.5s) | ST6 ARHUD+慢充(开:2199.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:2342.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2457.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2571.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2683.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:2683.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2799.5s 加:88.0s 等前:0.0s 等后:23.5s) | ST13 电检1(开:2911.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:2995.5s 加:97.5s 等前:0.0s 等后:23.5s) | ST15 小跑道(开:3116.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#29,C,1742.0,3260.0,212.5,1518.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:1742.0s 加:56.0s 等前:118.0s 等后:25.5s) | ST2 集约(开:1823.5s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:1967.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:2087.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2208.0s 加:107.0s 等前:0.0s 等后:24.5s) | ST6 ARHUD+慢充(开:2339.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:2483.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2597.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2711.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2824.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:2824.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2940.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:3028.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:3112.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:3210.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#30,C,1823.5,3310.0,204.5,1486.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:1823.5s 加:56.0s 等前:141.5s 等后:0.0s) | ST2 集约(开:1879.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:1990.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:2099.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2219.5s 加:107.0s 等前:0.0s 等后:16.0s) | ST6 ARHUD+慢充(开:2342.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:2486.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2600.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2714.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2827.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:2827.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:2943.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:3031.0s 加:84.5s 等前:0.0s 等后:1.0s) | ST14 电检2(开:3116.5s 加:97.5s 等前:0.0s 等后:46.0s) | ST15 小跑道(开:3260.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#31,B,1879.5,3376.0,304.5,1496.5,能力超目标：四轮定位上、下,ST1 引取(开:1879.5s 加:56.0s 等前:139.5s 等后:31.5s) | ST2 集约(开:1967.0s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:2087.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:2208.0s 加:120.5s 等前:0.0s 等后:11.0s) | ST5 ADAS(开:2339.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:2483.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:2597.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2712.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2826.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2938.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:2940.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3056.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:3144.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:3228.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:3326.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#32,B,1967.0,3426.0,296.5,1459.0,能力超目标：四轮定位上、下,ST1 引取(开:1967.0s 加:56.0s 等前:169.0s 等后:0.0s) | ST2 集约(开:2023.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:2134.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:2242.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2363.0s 加:107.0s 等前:0.0s 等后:16.0s) | ST6 ARHUD+慢充(开:2486.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:2600.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2715.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2829.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:2941.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:2943.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3059.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:3147.0s 加:84.5s 等前:0.0s 等后:28.5s) | ST14 电检2(开:3260.0s 加:97.5s 等前:0.0s 等后:18.5s) | ST15 小跑道(开:3376.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#33,B,2023.0,3527.0,339.5,1504.0,能力超目标：四轮定位上、下,ST1 引取(开:2023.0s 加:56.0s 等前:167.0s 等后:8.5s) | ST2 集约(开:2087.5s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:2208.0s 加:108.5s 等前:0.0s 等后:23.0s) | ST4 四轮定位上、下(开:2339.5s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:2483.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:2597.5s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:2712.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2826.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:2940.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:3053.0s 加:0.0s 等前:0.0s 等后:3.0s) | ST11 气囊安装+绝缘(开:3056.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3172.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:3260.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:3344.5s 加:97.5s 等前:0.0s 等后:35.0s) | ST15 小跑道(开:3477.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#34,A,2087.5,3477.0,702.0,1389.5,能力满足,ST1 引取(开:2087.5s 加:55.0s 等前:173.5s 等后:0.0s) | ST2 集约(开:2142.5s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:2248.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST4 四轮定位上、下(开:2363.0s 加:115.0s 等前:0.0s 等后:8.0s) | ST5 ADAS(开:2486.0s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:2600.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:2715.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:2831.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:2941.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:3056.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:3154.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3154.5s 加:0.0s 等前:0.0s 等后:105.5s) | ST13 电检1(开:3260.0s 加:0.0s 等前:0.0s 等后:116.0s) | ST14 电检2(开:3376.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:3426.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#35,C,2142.5,3632.5,237.0,1490.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:2142.5s 加:56.0s 等前:170.5s 等后:9.5s) | ST2 集约(开:2208.0s 加:111.0s 等前:0.0s 等后:20.5s) | ST3 空气悬挂+快充(开:2339.5s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:2483.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2603.5s 加:107.0s 等前:0.0s 等后:1.5s) | ST6 ARHUD+慢充(开:2712.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:2855.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2970.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:3084.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:3196.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:3196.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3312.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:3400.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:3485.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:3582.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#36,C,2208.0,3682.5,229.0,1474.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:2208.0s 加:56.0s 等前:178.0s 等后:0.0s) | ST2 集约(开:2264.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:2375.0s 加:108.5s 等前:0.0s 等后:2.5s) | ST4 四轮定位上、下(开:2486.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2606.5s 加:107.0s 等前:0.0s 等后:1.5s) | ST6 ARHUD+慢充(开:2715.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:2858.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:2973.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:3087.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:3199.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:3199.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3315.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:3403.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:3488.0s 加:97.5s 等前:0.0s 等后:47.0s) | ST15 小跑道(开:3632.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#37,C,2264.0,3834.5,323.0,1570.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:2264.0s 加:56.0s 等前:176.0s 等后:19.5s) | ST2 集约(开:2339.5s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:2483.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:2603.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2724.0s 加:107.0s 等前:0.0s 等后:24.5s) | ST6 ARHUD+慢充(开:2855.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:2999.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:3113.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:3227.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:3340.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:3340.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3456.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:3544.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:3628.5s 加:97.5s 等前:0.0s 等后:58.5s) | ST15 小跑道(开:3784.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#38,A,2339.5,3733.5,726.5,1394.0,能力满足,ST1 引取(开:2339.5s 加:55.0s 等前:193.5s 等后:0.0s) | ST2 集约(开:2394.5s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:2500.5s 加:0.0s 等前:0.0s 等后:106.0s) | ST4 四轮定位上、下(开:2606.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:2721.5s 加:97.0s 等前:0.0s 等后:40.0s) | ST6 ARHUD+慢充(开:2858.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:2973.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:3089.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:3199.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:3314.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:3412.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3412.5s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:3488.0s 加:0.0s 等前:0.0s 等后:144.5s) | ST14 电检2(开:3632.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:3682.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#39,A,2394.5,3885.5,820.5,1491.0,能力满足,ST1 引取(开:2394.5s 加:55.0s 等前:190.5s 等后:33.5s) | ST2 集约(开:2483.0s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:2603.5s 加:0.0s 等前:0.0s 等后:120.5s) | ST4 四轮定位上、下(开:2724.0s 加:115.0s 等前:0.0s 等后:16.5s) | ST5 ADAS(开:2855.5s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:2999.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:3113.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:3229.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:3340.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:3455.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:3553.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3553.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:3628.5s 加:0.0s 等前:0.0s 等后:156.0s) | ST14 电检2(开:3784.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:3834.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#40,A,2483.0,3784.5,661.5,1301.5,能力满足,ST1 引取(开:2483.0s 加:55.0s 等前:221.0s 等后:0.0s) | ST2 集约(开:2538.0s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:2644.0s 加:0.0s 等前:0.0s 等后:77.5s) | ST4 四轮定位上、下(开:2721.5s 加:115.0s 等前:0.0s 等后:22.0s) | ST5 ADAS(开:2858.5s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:2973.0s 加:0.0s 等前:0.0s 等后:116.0s) | ST7 转毂(开:3089.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:3205.0s 加:108.0s 等前:0.0s 等后:1.5s) | ST9 EG漏液/底盘漏液(开:3314.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:3429.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:3527.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:3527.5s 加:0.0s 等前:0.0s 等后:105.0s) | ST13 电检1(开:3632.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST14 电检2(开:3682.5s 加:0.0s 等前:0.0s 等后:51.0s) | ST15 小跑道(开:3733.5s 加:51.0s 等前:0.0s 等后:0.0s)
