CAR,TYPE,IN(s),OUT(s),WAIT(s),FLOW(s),能力判断,SEGMENTS
Car#856,B,55627.5,57125.0,6203.5,1497.5,能力超目标：四轮定位上、下,ST1 引取(开:55627.5s 加:56.0s 等前:6037.5s 等后:32.5s) | ST2 集约(开:55716.0s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:55836.5s 加:108.5s 等前:0.0s 等后:29.0s) | ST4 四轮定位上、下(开:55974.0s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:56117.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:56232.0s 加:51.5s 等前:0.0s 等后:64.5s) | ST7 转毂(开:56348.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56462.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56576.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56689.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56689.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56805.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56893.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56977.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:57075.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#857,C,55716.0,57175.0,6103.5,1459.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:55716.0s 加:56.0s 等前:6068.0s 等后:0.0s) | ST2 集约(开:55772.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:55883.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:55991.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56112.0s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:56219.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:56362.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56477.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56591.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56703.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56703.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56819.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56907.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56992.0s 加:97.5s 等前:0.0s 等后:35.5s) | ST15 小跑道(开:57125.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#858,C,55772.0,57268.5,6139.0,1496.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:55772.0s 加:56.0s 等前:6066.0s 等后:8.5s) | ST2 集约(开:55836.5s 加:111.0s 等前:0.0s 等后:26.5s) | ST3 空气悬挂+快充(开:55974.0s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:56117.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56238.0s 加:107.0s 等前:0.0s 等后:3.0s) | ST6 ARHUD+慢充(开:56348.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:56491.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56606.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56720.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56832.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56832.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56948.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57036.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57121.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:57218.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#859,C,55836.5,57318.5,6131.0,1482.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:55836.5s 加:56.0s 等前:6072.5s 等后:0.0s) | ST2 集约(开:55892.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:56003.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:56112.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56232.5s 加:107.0s 等前:0.0s 等后:23.0s) | ST6 ARHUD+慢充(开:56362.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:56506.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56620.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56734.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56847.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56847.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56963.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57051.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57135.5s 加:97.5s 等前:0.0s 等后:35.5s) | ST15 小跑道(开:57268.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#860,B,55892.5,57384.5,6231.0,1492.0,能力超目标：四轮定位上、下,ST1 引取(开:55892.5s 加:56.0s 等前:6070.5s 等后:25.5s) | ST2 集约(开:55974.0s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:56117.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:56238.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56358.5s 加:107.0s 等前:0.0s 等后:26.0s) | ST6 ARHUD+慢充(开:56491.5s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:56606.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56720.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56834.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56947.0s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:56948.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57064.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57152.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57237.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:57334.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#861,B,55974.0,57434.5,6223.0,1460.5,能力超目标：四轮定位上、下,ST1 引取(开:55974.0s 加:56.0s 等前:6094.0s 等后:0.0s) | ST2 集约(开:56030.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:56141.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:56249.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56370.0s 加:107.0s 等前:0.0s 等后:29.0s) | ST6 ARHUD+慢充(开:56506.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:56620.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56735.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56849.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56961.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:56963.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57079.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57167.0s 加:84.5s 等前:0.0s 等后:17.0s) | ST14 电检2(开:57268.5s 加:97.5s 等前:0.0s 等后:18.5s) | ST15 小跑道(开:57384.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#862,B,56030.0,57500.5,6231.0,1470.5,能力超目标：四轮定位上、下,ST1 引取(开:56030.0s 加:56.0s 等前:6092.0s 等后:31.5s) | ST2 集约(开:56117.5s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:56238.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:56358.5s 加:120.5s 等前:0.0s 等后:12.5s) | ST5 ADAS(开:56491.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:56606.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:56720.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56835.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56949.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57061.5s 加:0.0s 等前:0.0s 等后:3.0s) | ST11 气囊安装+绝缘(开:57064.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57180.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57268.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57353.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:57450.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#863,C,56117.5,57550.5,6131.0,1433.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:56117.5s 加:56.0s 等前:6121.5s 等后:0.0s) | ST2 集约(开:56173.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:56284.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:56393.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56513.5s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:56620.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:56764.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56878.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56992.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57105.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57105.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57221.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57309.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57393.5s 加:97.5s 等前:0.0s 等后:9.5s) | ST15 小跑道(开:57500.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#864,C,56173.5,57641.0,6163.5,1467.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:56173.5s 加:56.0s 等前:6119.5s 等后:8.5s) | ST2 集约(开:56238.0s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:56358.5s 加:108.5s 等前:0.0s 等后:24.5s) | ST4 四轮定位上、下(开:56491.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56612.0s 加:107.0s 等前:0.0s 等后:1.5s) | ST6 ARHUD+慢充(开:56720.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:56864.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56978.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57092.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57205.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57205.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57321.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57409.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57493.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:57591.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#865,C,56238.0,57742.0,6206.5,1504.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:56238.0s 加:56.0s 等前:6126.0s 等后:0.0s) | ST2 集约(开:56294.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:56405.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:56513.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56634.0s 加:107.0s 等前:0.0s 等后:23.0s) | ST6 ARHUD+慢充(开:56764.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:56907.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:57022.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57136.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57248.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57248.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57364.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57452.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57537.0s 加:97.5s 等前:0.0s 等后:57.5s) | ST15 小跑道(开:57692.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#866,A,56294.0,57692.0,6661.0,1398.0,能力满足,ST1 引取(开:56294.0s 加:55.0s 等前:6124.0s 等后:9.5s) | ST2 集约(开:56358.5s 加:106.0s 等前:0.0s 等后:27.0s) | ST3 空气悬挂+快充(开:56491.5s 加:0.0s 等前:0.0s 等后:120.5s) | ST4 四轮定位上、下(开:56612.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56727.0s 加:97.0s 等前:0.0s 等后:40.0s) | ST6 ARHUD+慢充(开:56864.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:56978.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:57094.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:57205.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57320.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57418.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57418.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:57493.5s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:57591.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:57641.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#867,A,56358.5,57844.0,6755.0,1485.5,能力满足,ST1 引取(开:56358.5s 加:55.0s 等前:6130.5s 等后:0.0s) | ST2 集约(开:56413.5s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:56519.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST4 四轮定位上、下(开:56634.0s 加:115.0s 等前:0.0s 等后:15.0s) | ST5 ADAS(开:56764.0s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:56907.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:57022.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:57138.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:57248.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57363.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57461.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57461.5s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:57537.0s 加:0.0s 等前:0.0s 等后:155.0s) | ST14 电检2(开:57692.0s 加:0.0s 等前:0.0s 等后:101.0s) | ST15 小跑道(开:57793.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#868,A,56413.5,57793.0,6646.0,1379.5,能力满足,ST1 引取(开:56413.5s 加:55.0s 等前:6127.5s 等后:23.0s) | ST2 集约(开:56491.5s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:56612.0s 加:0.0s 等前:0.0s 等后:115.0s) | ST4 四轮定位上、下(开:56727.0s 加:115.0s 等前:0.0s 等后:22.0s) | ST5 ADAS(开:56864.0s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:56978.5s 加:0.0s 等前:0.0s 等后:116.0s) | ST7 转毂(开:57094.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:57210.5s 加:108.0s 等前:0.0s 等后:1.5s) | ST9 EG漏液/底盘漏液(开:57320.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57435.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57533.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57533.0s 加:0.0s 等前:0.0s 等后:58.0s) | ST13 电检1(开:57591.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST14 电检2(开:57641.0s 加:0.0s 等前:0.0s 等后:101.0s) | ST15 小跑道(开:57742.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#869,C,56491.5,57942.5,6175.0,1451.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:56491.5s 加:56.0s 等前:6147.5s 等后:0.0s) | ST2 集约(开:56547.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:56658.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:56767.0s 加:120.5s 等前:0.0s 等后:20.0s) | ST5 ADAS(开:56907.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:57022.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:57165.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:57280.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57394.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57506.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57506.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57622.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57710.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57795.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:57892.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#870,C,56547.5,58015.0,6189.5,1467.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:56547.5s 加:56.0s 等前:6145.5s 等后:8.5s) | ST2 集约(开:56612.0s 加:111.0s 等前:0.0s 等后:4.0s) | ST3 空气悬挂+快充(开:56727.0s 加:108.5s 等前:0.0s 等后:28.5s) | ST4 四轮定位上、下(开:56864.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:56984.5s 加:107.0s 等前:0.0s 等后:3.0s) | ST6 ARHUD+慢充(开:57094.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:57238.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:57352.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57466.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57579.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57579.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57695.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57783.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57867.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:57965.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#871,B,56612.0,58065.0,6273.5,1453.0,能力超目标：四轮定位上、下,ST1 引取(开:56612.0s 加:56.0s 等前:6152.0s 等后:0.0s) | ST2 集约(开:56668.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:56779.0s 加:108.5s 等前:0.0s 等后:20.0s) | ST4 四轮定位上、下(开:56907.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:57028.0s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:57165.5s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:57280.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:57394.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57508.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57621.0s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:57622.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57738.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57826.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57911.0s 加:97.5s 等前:0.0s 等后:6.5s) | ST15 小跑道(开:58015.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#872,B,56668.0,58131.0,6281.5,1463.0,能力超目标：四轮定位上、下,ST1 引取(开:56668.0s 加:56.0s 等前:6150.0s 等后:3.0s) | ST2 集约(开:56727.0s 加:111.0s 等前:0.0s 等后:26.0s) | ST3 空气悬挂+快充(开:56864.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:56984.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:57105.0s 加:107.0s 等前:0.0s 等后:26.0s) | ST6 ARHUD+慢充(开:57238.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:57352.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:57467.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57581.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57693.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:57695.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57811.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57899.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:57983.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:58081.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#873,C,56727.0,58200.5,6201.0,1473.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:56727.0s 加:56.0s 等前:6151.0s 等后:0.0s) | ST2 集约(开:56783.0s 加:111.0s 等前:0.0s 等后:13.5s) | ST3 空气悬挂+快充(开:56907.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:57028.0s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:57165.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:57280.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:57423.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:57538.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57652.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57764.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57764.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57880.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:57968.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:58053.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:58150.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#874,C,56783.0,58273.0,6215.5,1490.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:56783.0s 加:56.0s 等前:6149.0s 等后:25.0s) | ST2 集约(开:56864.0s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:56984.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:57105.0s 加:120.5s 等前:0.0s 等后:12.5s) | ST5 ADAS(开:57238.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:57352.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:57496.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:57610.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57724.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57837.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57837.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:57953.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:58041.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:58125.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:58223.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#875,C,56864.0,58344.0,6228.5,1480.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:56864.0s 加:56.0s 等前:6172.0s 等后:0.0s) | ST2 集约(开:56920.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:57031.0s 加:108.5s 等前:0.0s 等后:26.0s) | ST4 四轮定位上、下(开:57165.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:57286.0s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:57423.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:57567.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:57681.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:57795.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:57908.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:57908.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:58024.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:58112.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:58196.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:58294.0s 加:50.0s 等前:0.0s 等后:0.0s)
